Timestamp,1. Age,2. Gender,3. Education,4. Daily internet usage,5. I spend a lot of time online daily,6. I frequently use social media.,"7. I use the internet for study, communication, and entertainment",8. I often use public Wi-Fi,"9. I download software, audio/video/images or files regularly",10. I know the cyber threats,11. I understand risks of unknown links,12. I know how sensitive information can be stolen,13. I know how the social media privacy settings,14. I know strong passwords are important,15. I know public Wi-Fi is risky,16. I know about computer viruses,17. I can spot suspicious messages,18. I know about ecommerce and online transaction,19. I know how to change privacy setting.,"20. I can identify fake software/Apps, websites and weblinks",21. I know how to secure my accounts,22. I know how to protect my personal information,23. I use strong passwords,24. I avoid unknown links.,"25. I don't share OTP, passwords and sensitive information to other",26. I update softwares / apps regularly,27. I use two-factor authentication (2FA) and secure privacy settings,28. I log-out the account from shared devices,29. I avoid unsafe downloads,30. I use antivirus and secure VPN,31. I share cyber knowledge to people who don't know about it.,"32. Even if I know risks, I ignore them.",33. I keep same password on multiple platforms,34. I click on links without checking them,35. I accept terms and conditions of software/apps without studying properly,36. Cybersecurity is not important for me,37. I receive suspicious messages or links,"38. I have faced cyber risks (fraud, scams, hacking)",39. Cyber incidents affected me or someone I know,40. I feel unsafe using the internet sometimes,41. Cybersecurity awareness is important,College name,Faculty,Scheme
11/06/2026 22:14:49,17,Male,11th,2-4 Hours,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Panchodaya,General Management,Non-Technical
11/06/2026 22:16:13,16,Male,11th,4-6 Hours,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:17:25,16,Male,11th,More than 6 Hours,Strongly agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly Agree,Agree,Disagree,Neutral,Strongly agree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Panchodaya,General Management,Non-Technical
11/06/2026 22:18:50,17,Male,11th,0-2 Hours,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Stongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Panchodaya,General Management,Non-Technical
11/06/2026 22:20:15,17,Female,12th,0-2 Hours,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Stongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:21:59,17,Male,11th,4-6 Hours,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:23:22,17,Male,11th,0-2 Hours,Strongly disagree,,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:24:47,16,Female,11th,0-2 Hours,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:27:24,16,Male,11th,2-4 Hours,Neutral,Agree,Neutral,Strongly disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly disagree,,Neutral,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly Agree,Strongly disagree,Neutral,Panchodaya,General Management,Non-Technical
11/06/2026 22:28:44,18,Male,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly Agree,Strongly disagree,Disagree,Disagree,Neutral,Panchodaya,General Management,Non-Technical
11/06/2026 22:30:06,17,Female,11th,2-4 Hours,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Neutral,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly disagree,Disagree,Neutral,Agree,Strongly agree,Disagree,Panchodaya,General Management,Non-Technical
11/06/2026 22:31:18,16,Female,11th,2-4 Hours,Neutral,Neutral,,Neutral,Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:32:39,17,Female,11th,2-4 Hours,Agree,Neutral,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Strongly Agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:34:04,17,Male,11th,2-4 Hours,Neutral,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Stongly disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:35:27,17,Female,11th,2-4 Hours,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:36:49,17,Female,11th,2-4 Hours,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:38:08,17,Female,11th,4-6 Hours,Strongly agree,Agree,Strongly Agree,Strongly disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:39:39,16,Female,11th,2-4 Hours,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:41:16,17,Female,11th,4-6 Hours,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 22:49:13,16,Male,11th,0-2 Hours,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,NAST,Computer Science,Technical
11/06/2026 22:50:41,18,Male,11th,4-6 Hours,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,NAST,Computer Science,Technical
11/06/2026 22:51:11,17,Female,11th,0-2 Hours,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Agree,NAST,Bio Science,Non-Technical
11/06/2026 22:52:54,17,Female,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Strongly disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 22:54:50,17,Female,11th,2-4 Hours,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,NAST,Computer Science,Technical
11/06/2026 22:56:55,18,Female,11th,2-4 Hours,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Disagree,Panchodaya,General Management,Non-Technical
11/06/2026 22:57:09,17,Female,11th,0-2 Hours,Neutral,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Disagree,NAST,General Management,Non-Technical
11/06/2026 22:58:10,17,Female,11th,2-4 Hours,Agree,Agree,Agree,Disagree,Disagree,,Agree,Agree,Agree,,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 22:58:34,16,Male,11th,2-4 Hours,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Strongly Agree,Panchodaya,Computer Science,Non-Technical
11/06/2026 23:00:01,18,Male,11th,More than 6 Hours,Agree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly Agree,Neutral,Strongly agree,Strongly Agree,Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:01:09,18,Male,11th,2-4 Hours,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:01:40,18,Male,11th,More than 6 Hours,Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:03:02,19,Male,11th,4-6 Hours,Neutral,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,,Strongly Agree,Neutral,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:03:50,17,Male,11th,4-6 Hours,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:03:54,17,Male,11th,More than 6 Hours,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:04:19,18,Male,11th,More than 6 Hours,Agree,Agree,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Agree,Agree,Strongly agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:05:37,18,Female,11th,2-4 Hours,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:06:12,18,Male,11th,2-4 Hours,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,NAST,General Management,Non-Technical
11/06/2026 23:06:54,17,Male,11th,2-4 Hours,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:08:18,16,Female,11th,0-2 Hours,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Panchodaya,General Management,Non-Technical
11/06/2026 23:08:39,17,Female,11th,0-2 Hours,Disagree,Neutral,Strongly Agree,Disagree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:10:04,16,Female,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:10:30,18,Male,11th,0-2 Hours,Strongly agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:10:45,17,Male,11th,More than 6 Hours,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:11:29,17,Male,11th,4-6 Hours,Agree,Strongly disagree,Neutral,Disagree,Neutral,Strongly Agree,Strongly disagree,Neutral,Agree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,,Strongly disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Panchodaya,General Management,Non-Technical
11/06/2026 23:13:05,17,Female,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:13:31,19,Male,11th,More than 6 Hours,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,,Agree,Agree,,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:14:54,16,Male,11th,2-4 Hours,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Neutral,Neutral,Agree,Panchodaya,General Management,Non-Technical
11/06/2026 23:16:21,17,Female,11th,2-4 Hours,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Disagree,Panchodaya,General Management,Non-Technical
11/06/2026 23:16:35,16,Female,11th,0-2 Hours,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Strongly agree,Disagree,,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,NAST,Bio Science,Technical
11/06/2026 23:18:18,17,Male,11th,More than 6 Hours,Strongly agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,NAST,General Management,Non-Technical
11/06/2026 23:20:49,17,Male,11th,2-4 Hours,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,NAST,General Management,Non-Technical
11/06/2026 23:20:58,18,Female,11th,4-6 Hours,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,NAST,Bio Science,Non-Technical
11/06/2026 23:23:00,17,Male,11th,0-2 Hours,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,NAST,General Management,Non-Technical
11/06/2026 23:25:09,17,Female,11th,4-6 Hours,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,NAST,Bio Science,Non-Technical
